years,sex,city_state,population,female_comparison,male_comparison,male_pop_2000,female_pop_2000,total_pop_2000,total_pop_2020,city_state_year,pop_increase,price_increase
2000,Both,Rochester NY,457085,0.520,0.480,219342,237743,457085,211328,Rochester NY 2000,0.462,
2000,Male,Rochester NY,219342,0.520,0.480,219342,237743,457085,211328,Rochester NY 2000,0.462,
2000,Female,Rochester NY,237743,0.520,0.480,219342,237743,457085,211328,Rochester NY 2000,0.462,
2020,Both,Rochester NY,211328,0.520,0.480,,,457085,211328,Rochester NY 2020,0.462,
2000,Both,Rockford IL,210265,0.514,0.486,102231,108034,210265,148655,Rockford IL 2000,0.707,0.174903147
2000,Male,Rockford IL,102231,0.514,0.486,102231,108034,210265,148655,Rockford IL 2000,0.707,0.174903147
2000,Female,Rockford IL,108034,0.514,0.486,102231,108034,210265,148655,Rockford IL 2000,0.707,0.174903147
2020,Both,Rockford IL,148655,0.514,0.486,,,210265,148655,Rockford IL 2020,0.707,0.174903147
2000,Both,Sacramento CA,900258,0.513,0.487,438749,461510,900259,524943,Sacramento CA 2000,0.583,1.629939774
2000,Male,Sacramento CA,438749,0.513,0.487,438749,461510,900259,524943,Sacramento CA 2000,0.583,1.629939774
2000,Female,Sacramento CA,461510,0.513,0.487,438749,461510,900259,524943,Sacramento CA 2000,0.583,1.629939774
2020,Both,Sacramento CA,524943,0.513,0.487,,,900259,524943,Sacramento CA 2020,0.583,1.629939774
2000,Both,Salem OR,172077,0.500,0.500,85989,86088,172077,175535,Salem OR 2000,1.020,1.234721939
2000,Male,Salem OR,85989,0.500,0.500,85989,86088,172077,175535,Salem OR 2000,1.020,1.234721939
2000,Female,Salem OR,86088,0.500,0.500,85989,86088,172077,175535,Salem OR 2000,1.020,1.234721939
2020,Both,Salem OR,175535,0.500,0.500,,,172077,175535,Salem OR 2020,1.020,1.234721939
2000,Both,Salinas CA,165117,0.470,0.530,87501,77616,165117,163542,Salinas CA 2000,0.990,1.180548978
2000,Male,Salinas CA,87501,0.470,0.530,87501,77616,165117,163542,Salinas CA 2000,0.990,1.180548978
2000,Female,Salinas CA,77616,0.470,0.530,87501,77616,165117,163542,Salinas CA 2000,0.990,1.180548978
2020,Both,Salinas CA,163542,0.470,0.530,,,165117,163542,Salinas CA 2020,0.990,1.180548978
2000,Both,Salt Lake City UT,534697,0.496,0.504,269677,265020,534697,199723,Salt Lake City UT 2000,0.374,1.362704482
2000,Male,Salt Lake City UT,269677,0.496,0.504,269677,265020,534697,199723,Salt Lake City UT 2000,0.374,1.362704482
2000,Female,Salt Lake City UT,265020,0.496,0.504,269677,265020,534697,199723,Salt Lake City UT 2000,0.374,1.362704482
2020,Both,Salt Lake City UT,199723,0.496,0.504,,,534697,199723,Salt Lake City UT 2020,0.374,1.362704482
2000,Both,San Antonio TX,1236100,0.516,0.484,598886,637214,1236100,1434625,San Antonio TX 2000,1.161,0.876047428
2000,Male,San Antonio TX,598886,0.516,0.484,598886,637214,1236100,1434625,San Antonio TX 2000,1.161,0.876047428
2000,Female,San Antonio TX,637214,0.516,0.484,598886,637214,1236100,1434625,San Antonio TX 2000,1.161,0.876047428
2020,Both,San Antonio TX,1434625,0.516,0.484,,,1236100,1434625,San Antonio TX 2020,1.161,0.876047428
2000,Both,San Bernardino CA,185401,0.508,0.492,91150,94251,185401,222101,San Bernardino CA 2000,1.198,1.946370352
2000,Male,San Bernardino CA,91150,0.508,0.492,91150,94251,185401,222101,San Bernardino CA 2000,1.198,1.946370352
2000,Female,San Bernardino CA,94251,0.508,0.492,91150,94251,185401,222101,San Bernardino CA 2000,1.198,1.946370352
2020,Both,San Bernardino CA,222101,0.508,0.492,,,185401,222101,San Bernardino CA 2020,1.198,1.946370352
2000,Both,San Buenaventura CA,100916,0.508,0.492,49654,51262,100916,110763,San Buenaventura CA 2000,1.098,
2000,Male,San Buenaventura CA,49654,0.508,0.492,49654,51262,100916,110763,San Buenaventura CA 2000,1.098,
2000,Female,San Buenaventura CA,51262,0.508,0.492,49654,51262,100916,110763,San Buenaventura CA 2000,1.098,
2020,Both,San Buenaventura CA,110763,0.508,0.492,,,100916,110763,San Buenaventura CA 2020,1.098,
2000,Both,San Diego CA,1948918,0.498,0.502,978609,970310,1948919,1386932,San Diego CA 2000,0.712,1.743109489
2000,Male,San Diego CA,978609,0.498,0.502,978609,970310,1948919,1386932,San Diego CA 2000,0.712,1.743109489
2000,Female,San Diego CA,970310,0.498,0.502,978609,970310,1948919,1386932,San Diego CA 2000,0.712,1.743109489
2020,Both,San Diego CA,1386932,0.498,0.502,,,1948919,1386932,San Diego CA 2020,0.712,1.743109489
2000,Both,San Francisco CA,1886251,0.502,0.498,939207,947044,1886251,873965,San Francisco CA 2000,0.463,2.012668954
2000,Male,San Francisco CA,939207,0.502,0.498,939207,947044,1886251,873965,San Francisco CA 2000,0.463,2.012668954
2000,Female,San Francisco CA,947044,0.502,0.498,939207,947044,1886251,873965,San Francisco CA 2000,0.463,2.012668954
2020,Both,San Francisco CA,873965,0.502,0.498,,,1886251,873965,San Francisco CA 2020,0.463,2.012668954
2000,Both,San Jose CA,1216628,0.492,0.508,617612,599016,1216628,1013240,San Jose CA 2000,0.833,1.588445504
2000,Male,San Jose CA,617612,0.492,0.508,617612,599016,1216628,1013240,San Jose CA 2000,0.833,1.588445504
2000,Female,San Jose CA,599016,0.492,0.508,617612,599016,1216628,1013240,San Jose CA 2000,0.833,1.588445504
2020,Both,San Jose CA,1013240,0.492,0.508,,,1216628,1013240,San Jose CA 2020,0.833,1.588445504
2000,Both,Santa Ana CA,337977,0.482,0.518,175219,162758,337977,310227,Santa Ana CA 2000,0.918,1.775696418
2000,Male,Santa Ana CA,175219,0.482,0.518,175219,162758,337977,310227,Santa Ana CA 2000,0.918,1.775696418
2000,Female,Santa Ana CA,162758,0.482,0.518,175219,162758,337977,310227,Santa Ana CA 2000,0.918,1.775696418
2020,Both,Santa Ana CA,310227,0.482,0.518,,,337977,310227,Santa Ana CA 2020,0.918,1.775696418
2000,Both,Santa Clara CA,102361,0.491,0.509,52086,50275,102361,127647,Santa Clara CA 2000,1.247,1.887893226
2000,Male,Santa Clara CA,52086,0.491,0.509,52086,50275,102361,127647,Santa Clara CA 2000,1.247,1.887893226
2000,Female,Santa Clara CA,50275,0.491,0.509,52086,50275,102361,127647,Santa Clara CA 2000,1.247,1.887893226
2020,Both,Santa Clara CA,127647,0.491,0.509,,,102361,127647,Santa Clara CA 2020,1.247,1.887893226
2000,Both,Santa Clarita CA,160785,0.505,0.495,79577,81208,160785,228673,Santa Clarita CA 2000,1.422,1.380729087
2000,Male,Santa Clarita CA,79577,0.505,0.495,79577,81208,160785,228673,Santa Clarita CA 2000,1.422,1.380729087
2000,Female,Santa Clarita CA,81208,0.505,0.495,79577,81208,160785,228673,Santa Clarita CA 2000,1.422,1.380729087
2020,Both,Santa Clarita CA,228673,0.505,0.495,,,160785,228673,Santa Clarita CA 2020,1.422,1.380729087
2000,Both,Santa Rosa CA,216502,0.512,0.488,105679,110823,216502,178127,Santa Rosa CA 2000,0.823,1.188540164
2000,Male,Santa Rosa CA,105679,0.512,0.488,105679,110823,216502,178127,Santa Rosa CA 2000,0.823,1.188540164
2000,Female,Santa Rosa CA,110823,0.512,0.488,105679,110823,216502,178127,Santa Rosa CA 2000,0.823,1.188540164
2020,Both,Santa Rosa CA,178127,0.512,0.488,,,216502,178127,Santa Rosa CA 2020,0.823,1.188540164
2000,Both,Savannah GA,170198,0.523,0.477,81167,89031,170198,147780,Savannah GA 2000,0.868,0.68977517
2000,Male,Savannah GA,81167,0.523,0.477,81167,89031,170198,147780,Savannah GA 2000,0.868,0.68977517
2000,Female,Savannah GA,89031,0.523,0.477,81167,89031,170198,147780,Savannah GA 2000,0.868,0.68977517
2020,Both,Savannah GA,147780,0.523,0.477,,,170198,147780,Savannah GA 2020,0.868,0.68977517
2000,Both,Scottsdale AZ,202705,0.518,0.482,97785,104920,202705,241361,Scottsdale AZ 2000,1.191,1.13664555
2000,Male,Scottsdale AZ,97785,0.518,0.482,97785,104920,202705,241361,Scottsdale AZ 2000,1.191,1.13664555
2000,Female,Scottsdale AZ,104920,0.518,0.482,97785,104920,202705,241361,Scottsdale AZ 2000,1.191,1.13664555
2020,Both,Scottsdale AZ,241361,0.518,0.482,,,202705,241361,Scottsdale AZ 2020,1.191,1.13664555
2000,Both,Seattle WA,1637790,0.503,0.497,814565,823225,1637790,737015,Seattle WA 2000,0.450,1.852881136
2000,Male,Seattle WA,814565,0.503,0.497,814565,823225,1637790,737015,Seattle WA 2000,0.450,1.852881136
2000,Female,Seattle WA,823225,0.503,0.497,814565,823225,1637790,737015,Seattle WA 2000,0.450,1.852881136
2020,Both,Seattle WA,737015,0.503,0.497,,,1637790,737015,Seattle WA 2020,0.450,1.852881136
2000,Both,Shreveport LA,237679,0.530,0.470,111631,126049,237680,187593,Shreveport LA 2000,0.789,
2000,Male,Shreveport LA,111631,0.530,0.470,111631,126049,237680,187593,Shreveport LA 2000,0.789,
2000,Female,Shreveport LA,126049,0.530,0.470,111631,126049,237680,187593,Shreveport LA 2000,0.789,
2020,Both,Shreveport LA,187593,0.530,0.470,,,237680,187593,Shreveport LA 2020,0.789,
2000,Both,Simi Valley CA,111848,0.505,0.495,55356,56493,111849,126356,Simi Valley CA 2000,1.130,1.219736615
2000,Male,Simi Valley CA,55356,0.505,0.495,55356,56493,111849,126356,Simi Valley CA 2000,1.130,1.219736615
2000,Female,Simi Valley CA,56493,0.505,0.495,55356,56493,111849,126356,Simi Valley CA 2000,1.130,1.219736615
2020,Both,Simi Valley CA,126356,0.505,0.495,,,111849,126356,Simi Valley CA 2020,1.130,1.219736615
2000,Both,Sioux Falls SD,124122,0.507,0.493,61207,62915,124122,192517,Sioux Falls SD 2000,1.551,
2000,Male,Sioux Falls SD,61207,0.507,0.493,61207,62915,124122,192517,Sioux Falls SD 2000,1.551,
2000,Female,Sioux Falls SD,62915,0.507,0.493,61207,62915,124122,192517,Sioux Falls SD 2000,1.551,
2020,Both,Sioux Falls SD,192517,0.507,0.493,,,124122,192517,Sioux Falls SD 2020,1.551,
2000,Both,South Bend IN,192144,0.520,0.480,92192,99952,192144,103453,South Bend IN 2000,0.538,
2000,Male,South Bend IN,92192,0.520,0.480,92192,99952,192144,103453,South Bend IN 2000,0.538,
2000,Female,South Bend IN,99952,0.520,0.480,92192,99952,192144,103453,South Bend IN 2000,0.538,
2020,Both,South Bend IN,103453,0.520,0.480,,,192144,103453,South Bend IN 2020,0.538,
2000,Both,Spokane WA,265244,0.516,0.484,128307,136937,265244,228989,Spokane WA 2000,0.863,1.332297125
2000,Male,Spokane WA,128307,0.516,0.484,128307,136937,265244,228989,Spokane WA 2000,0.863,1.332297125
2000,Female,Spokane WA,136937,0.516,0.484,128307,136937,265244,228989,Spokane WA 2000,0.863,1.332297125
2020,Both,Spokane WA,228989,0.516,0.484,,,265244,228989,Spokane WA 2020,0.863,1.332297125
2000,Both,Springfield IL,132485,0.528,0.472,62538,69948,132486,114394,Springfield IL 2000,0.863,
2000,Male,Springfield IL,62538,0.528,0.472,62538,69948,132486,114394,Springfield IL 2000,0.863,
2000,Female,Springfield IL,69948,0.528,0.472,62538,69948,132486,114394,Springfield IL 2000,0.863,
2020,Both,Springfield IL,114394,0.528,0.472,,,132486,114394,Springfield IL 2020,0.863,
2000,Both,Springfield MA,362846,0.521,0.479,173838,189008,362846,155929,Springfield MA 2000,0.430,0.915398102
2000,Male,Springfield MA,173838,0.521,0.479,173838,189008,362846,155929,Springfield MA 2000,0.430,0.915398102
2000,Female,Springfield MA,189008,0.521,0.479,173838,189008,362846,155929,Springfield MA 2000,0.430,0.915398102
2020,Both,Springfield MA,155929,0.521,0.479,,,362846,155929,Springfield MA 2020,0.430,0.915398102
2000,Both,Springfield MO,183292,0.518,0.482,88369,94923,183292,169176,Springfield MO 2000,0.923,
2000,Male,Springfield MO,88369,0.518,0.482,88369,94923,183292,169176,Springfield MO 2000,0.923,
2000,Female,Springfield MO,94923,0.518,0.482,88369,94923,183292,169176,Springfield MO 2000,0.923,
2020,Both,Springfield MO,169176,0.518,0.482,,,183292,169176,Springfield MO 2020,0.923,
2000,Both,St. Louis MO,1212926,0.525,0.475,576588,636338,1212926,301578,St. Louis MO 2000,0.249,
2000,Male,St. Louis MO,576588,0.525,0.475,576588,636338,1212926,301578,St. Louis MO 2000,0.249,
2000,Female,St. Louis MO,636338,0.525,0.475,576588,636338,1212926,301578,St. Louis MO 2000,0.249,
2020,Both,St. Louis MO,301578,0.525,0.475,,,1212926,301578,St. Louis MO 2020,0.249,
2000,Both,St. Paul MN,287151,0.516,0.484,138863,148288,287151,311527,St. Paul MN 2000,1.085,
2000,Male,St. Paul MN,138863,0.516,0.484,138863,148288,287151,311527,St. Paul MN 2000,1.085,
2000,Female,St. Paul MN,148288,0.516,0.484,138863,148288,287151,311527,St. Paul MN 2000,1.085,
2020,Both,St. Paul MN,311527,0.516,0.484,,,287151,311527,St. Paul MN 2020,1.085,
2000,Both,St. Petersburg FL,248232,0.523,0.477,118411,129821,248232,258308,St. Petersburg FL 2000,1.041,
2000,Male,St. Petersburg FL,118411,0.523,0.477,118411,129821,248232,258308,St. Petersburg FL 2000,1.041,
2000,Female,St. Petersburg FL,129821,0.523,0.477,118411,129821,248232,258308,St. Petersburg FL 2000,1.041,
2020,Both,St. Petersburg FL,258308,0.523,0.477,,,248232,258308,St. Petersburg FL 2020,1.041,
2000,Both,Stamford CT,117083,0.516,0.484,56622,60461,117083,135470,Stamford CT 2000,1.157,
2000,Male,Stamford CT,56622,0.516,0.484,56622,60461,117083,135470,Stamford CT 2000,1.157,
2000,Female,Stamford CT,60461,0.516,0.484,56622,60461,117083,135470,Stamford CT 2000,1.157,
2020,Both,Stamford CT,135470,0.516,0.484,,,117083,135470,Stamford CT 2020,1.157,
2000,Both,Sterling Heights MI,124471,0.510,0.490,60970,63501,124471,134346,Sterling Heights MI 2000,1.079,0.399443241
2000,Male,Sterling Heights MI,60970,0.510,0.490,60970,63501,124471,134346,Sterling Heights MI 2000,1.079,0.399443241
2000,Female,Sterling Heights MI,63501,0.510,0.490,60970,63501,124471,134346,Sterling Heights MI 2000,1.079,0.399443241
2020,Both,Sterling Heights MI,134346,0.510,0.490,,,124471,134346,Sterling Heights MI 2020,1.079,0.399443241
2000,Both,Stockton CA,278582,0.509,0.491,136714,141868,278582,320804,Stockton CA 2000,1.152,1.34853974
2000,Male,Stockton CA,136714,0.509,0.491,136714,141868,278582,320804,Stockton CA 2000,1.152,1.34853974
2000,Female,Stockton CA,141868,0.509,0.491,136714,141868,278582,320804,Stockton CA 2000,1.152,1.34853974
2020,Both,Stockton CA,320804,0.509,0.491,,,278582,320804,Stockton CA 2020,1.152,1.34853974
2000,Both,Sunnyvale CA,131760,0.486,0.514,67783,63977,131760,155805,Sunnyvale CA 2000,1.182,2.142646336
2000,Male,Sunnyvale CA,67783,0.486,0.514,67783,63977,131760,155805,Sunnyvale CA 2000,1.182,2.142646336
2000,Female,Sunnyvale CA,63977,0.486,0.514,67783,63977,131760,155805,Sunnyvale CA 2000,1.182,2.142646336
2020,Both,Sunnyvale CA,155805,0.486,0.514,,,131760,155805,Sunnyvale CA 2020,1.182,2.142646336
2000,Both,Syracuse NY,274787,0.526,0.474,130183,144604,274787,148620,Syracuse NY 2000,0.541,0.785786715
2000,Male,Syracuse NY,130183,0.526,0.474,130183,144604,274787,148620,Syracuse NY 2000,0.541,0.785786715
2000,Female,Syracuse NY,144604,0.526,0.474,130183,144604,274787,148620,Syracuse NY 2000,0.541,0.785786715
2020,Both,Syracuse NY,148620,0.526,0.474,,,274787,148620,Syracuse NY 2020,0.541,0.785786715
2000,Both,Tacoma WA,193556,0.512,0.488,94419,99137,193556,219346,Tacoma WA 2000,1.133,1.439833161
2000,Male,Tacoma WA,94419,0.512,0.488,94419,99137,193556,219346,Tacoma WA 2000,1.133,1.439833161
2000,Female,Tacoma WA,99137,0.512,0.488,94419,99137,193556,219346,Tacoma WA 2000,1.133,1.439833161
2020,Both,Tacoma WA,219346,0.512,0.488,,,193556,219346,Tacoma WA 2020,1.133,1.439833161
2000,Both,Tallahassee FL,177442,0.526,0.474,84022,93421,177443,196169,Tallahassee FL 2000,1.106,0.722617479
2000,Male,Tallahassee FL,84022,0.526,0.474,84022,93421,177443,196169,Tallahassee FL 2000,1.106,0.722617479
2000,Female,Tallahassee FL,93421,0.526,0.474,84022,93421,177443,196169,Tallahassee FL 2000,1.106,0.722617479
2020,Both,Tallahassee FL,196169,0.526,0.474,,,177443,196169,Tallahassee FL 2020,1.106,0.722617479
2000,Both,Tampa FL,1182893,0.517,0.483,570792,612101,1182893,384959,Tampa FL 2000,0.325,1.31623845
2000,Male,Tampa FL,570792,0.517,0.483,570792,612101,1182893,384959,Tampa FL 2000,0.325,1.31623845
2000,Female,Tampa FL,612101,0.517,0.483,570792,612101,1182893,384959,Tampa FL 2000,0.325,1.31623845
2020,Both,Tampa FL,384959,0.517,0.483,,,1182893,384959,Tampa FL 2020,0.325,1.31623845
2000,Both,Tempe AZ,158625,0.483,0.517,81942,76683,158625,180587,Tempe AZ 2000,1.138,1.269656631
2000,Male,Tempe AZ,81942,0.483,0.517,81942,76683,158625,180587,Tempe AZ 2000,1.138,1.269656631
2000,Female,Tempe AZ,76683,0.483,0.517,81942,76683,158625,180587,Tempe AZ 2000,1.138,1.269656631
2020,Both,Tempe AZ,180587,0.483,0.517,,,158625,180587,Tempe AZ 2020,1.138,1.269656631
2000,Both,Thousand Oaks CA,163998,0.509,0.491,80572,83426,163998,126966,Thousand Oaks CA 2000,0.774,1.20515062
2000,Male,Thousand Oaks CA,80572,0.509,0.491,80572,83426,163998,126966,Thousand Oaks CA 2000,0.774,1.20515062
2000,Female,Thousand Oaks CA,83426,0.509,0.491,80572,83426,163998,126966,Thousand Oaks CA 2000,0.774,1.20515062
2020,Both,Thousand Oaks CA,126966,0.509,0.491,,,163998,126966,Thousand Oaks CA 2020,0.774,1.20515062
2000,Both,Toledo OH,408314,0.520,0.480,195969,212345,408314,270871,Toledo OH 2000,0.663,0.212292243
2000,Male,Toledo OH,195969,0.520,0.480,195969,212345,408314,270871,Toledo OH 2000,0.663,0.212292243
2000,Female,Toledo OH,212345,0.520,0.480,195969,212345,408314,270871,Toledo OH 2000,0.663,0.212292243
2020,Both,Toledo OH,270871,0.520,0.480,,,408314,270871,Toledo OH 2020,0.663,0.212292243
2000,Both,Topeka KS,132394,0.519,0.481,63688,68706,132394,126587,Topeka KS 2000,0.956,0.513416695
2000,Male,Topeka KS,63688,0.519,0.481,63688,68706,132394,126587,Topeka KS 2000,0.956,0.513416695
2000,Female,Topeka KS,68706,0.519,0.481,63688,68706,132394,126587,Topeka KS 2000,0.956,0.513416695
2020,Both,Topeka KS,126587,0.519,0.481,,,132394,126587,Topeka KS 2020,0.956,0.513416695
2000,Both,Torrance CA,137946,0.514,0.486,67087,70859,137946,147067,Torrance CA 2000,1.066,1.730607303
2000,Male,Torrance CA,67087,0.514,0.486,67087,70859,137946,147067,Torrance CA 2000,1.066,1.730607303
2000,Female,Torrance CA,70859,0.514,0.486,67087,70859,137946,147067,Torrance CA 2000,1.066,1.730607303
2020,Both,Torrance CA,147067,0.514,0.486,,,137946,147067,Torrance CA 2020,1.066,1.730607303
2000,Both,Tucson AZ,603562,0.513,0.487,294122,309440,603562,542629,Tucson AZ 2000,0.899,0.828139674
2000,Male,Tucson AZ,294122,0.513,0.487,294122,309440,603562,542629,Tucson AZ 2000,0.899,0.828139674
2000,Female,Tucson AZ,309440,0.513,0.487,294122,309440,603562,542629,Tucson AZ 2000,0.899,0.828139674
2020,Both,Tucson AZ,542629,0.513,0.487,,,603562,542629,Tucson AZ 2020,0.899,0.828139674
2000,Both,Tulsa OK,475689,0.516,0.484,230175,245514,475689,413066,Tulsa OK 2000,0.868,0.449436568
2000,Male,Tulsa OK,230175,0.516,0.484,230175,245514,475689,413066,Tulsa OK 2000,0.868,0.449436568
2000,Female,Tulsa OK,245514,0.516,0.484,230175,245514,475689,413066,Tulsa OK 2000,0.868,0.449436568
2020,Both,Tulsa OK,413066,0.516,0.484,,,475689,413066,Tulsa OK 2020,0.868,0.449436568
2000,Both,Urban Honolulu HI,544920,0.502,0.498,271279,273641,544920,350964,Urban Honolulu HI 2000,0.644,
2000,Male,Urban Honolulu HI,271279,0.502,0.498,271279,273641,544920,350964,Urban Honolulu HI 2000,0.644,
2000,Female,Urban Honolulu HI,273641,0.502,0.498,271279,273641,544920,350964,Urban Honolulu HI 2000,0.644,
2020,Both,Urban Honolulu HI,350964,0.502,0.498,,,544920,350964,Urban Honolulu HI 2020,0.644,
2000,Both,Vallejo CA,137864,0.515,0.485,66880,70984,137864,126090,Vallejo CA 2000,0.915,1.189392875
2000,Male,Vallejo CA,66880,0.515,0.485,66880,70984,137864,126090,Vallejo CA 2000,0.915,1.189392875
2000,Female,Vallejo CA,70984,0.515,0.485,66880,70984,137864,126090,Vallejo CA 2000,0.915,1.189392875
2020,Both,Vallejo CA,126090,0.515,0.485,,,137864,126090,Vallejo CA 2020,0.915,1.189392875
2000,Both,Vancouver WA,143560,0.508,0.492,70644,72916,143560,190915,Vancouver WA 2000,1.330,1.268240556
2000,Male,Vancouver WA,70644,0.508,0.492,70644,72916,143560,190915,Vancouver WA 2000,1.330,1.268240556
2000,Female,Vancouver WA,72916,0.508,0.492,70644,72916,143560,190915,Vancouver WA 2000,1.330,1.268240556
2020,Both,Vancouver WA,190915,0.508,0.492,,,143560,190915,Vancouver WA 2020,1.330,1.268240556
2000,Both,Virginia Beach VA,909848,0.507,0.493,448628,461220,909848,459470,Virginia Beach VA 2000,0.505,1.16081379
2000,Male,Virginia Beach VA,448628,0.507,0.493,448628,461220,909848,459470,Virginia Beach VA 2000,0.505,1.16081379
2000,Female,Virginia Beach VA,461220,0.507,0.493,448628,461220,909848,459470,Virginia Beach VA 2000,0.505,1.16081379
2020,Both,Virginia Beach VA,459470,0.507,0.493,,,909848,459470,Virginia Beach VA 2020,0.505,1.16081379
2000,Both,Waco TX,133462,0.520,0.480,64001,69461,133462,138486,Waco TX 2000,1.038,
2000,Male,Waco TX,64001,0.520,0.480,64001,69461,133462,138486,Waco TX 2000,1.038,
2000,Female,Waco TX,69461,0.520,0.480,64001,69461,133462,138486,Waco TX 2000,1.038,
2020,Both,Waco TX,138486,0.520,0.480,,,133462,138486,Waco TX 2020,1.038,
2000,Both,Warren MI,138247,0.511,0.489,67560,70687,138247,139387,Warren MI 2000,1.008,0.466005058
2000,Male,Warren MI,67560,0.511,0.489,67560,70687,138247,139387,Warren MI 2000,1.008,0.466005058
2000,Female,Warren MI,70687,0.511,0.489,67560,70687,138247,139387,Warren MI 2000,1.008,0.466005058
2020,Both,Warren MI,139387,0.511,0.489,,,138247,139387,Warren MI 2020,1.008,0.466005058
2000,Both,WASHINGTON DC,2252990,0.516,0.484,1089356,1163634,2252990,689545,WASHINGTON DC 2000,0.306,2.264129921
2000,Male,WASHINGTON DC,1089356,0.516,0.484,1089356,1163634,2252990,689545,WASHINGTON DC 2000,0.306,2.264129921
2000,Female,WASHINGTON DC,1163634,0.516,0.484,1089356,1163634,2252990,689545,WASHINGTON DC 2000,0.306,2.264129921
2020,Both,WASHINGTON DC,689545,0.516,0.484,,,2252990,689545,WASHINGTON DC 2020,0.306,2.264129921
2000,Both,Waterbury CT,148149,0.523,0.477,70594,77555,148149,114403,Waterbury CT 2000,0.772,0.321743955
2000,Male,Waterbury CT,70594,0.523,0.477,70594,77555,148149,114403,Waterbury CT 2000,0.772,0.321743955
2000,Female,Waterbury CT,77555,0.523,0.477,70594,77555,148149,114403,Waterbury CT 2000,0.772,0.321743955
2020,Both,Waterbury CT,114403,0.523,0.477,,,148149,114403,Waterbury CT 2020,0.772,0.321743955
2000,Both,West Covina CA,105080,0.514,0.486,51019,54061,105080,109501,West Covina CA 2000,1.042,1.830708114
2000,Male,West Covina CA,51019,0.514,0.486,51019,54061,105080,109501,West Covina CA 2000,1.042,1.830708114
2000,Female,West Covina CA,54061,0.514,0.486,51019,54061,105080,109501,West Covina CA 2000,1.042,1.830708114
2020,Both,West Covina CA,109501,0.514,0.486,,,105080,109501,West Covina CA 2020,1.042,1.830708114
2000,Both,West Valley City UT,108896,0.494,0.506,55078,53818,108896,140230,West Valley City UT 2000,1.288,1.067895258
2000,Male,West Valley City UT,55078,0.494,0.506,55078,53818,108896,140230,West Valley City UT 2000,1.288,1.067895258
2000,Female,West Valley City UT,53818,0.494,0.506,55078,53818,108896,140230,West Valley City UT 2000,1.288,1.067895258
2020,Both,West Valley City UT,140230,0.494,0.506,,,108896,140230,West Valley City UT 2020,1.288,1.067895258
2000,Both,Westminster CO,100940,0.500,0.500,50509,50431,100940,116317,Westminster CO 2000,1.152,1.201821927
2000,Male,Westminster CO,50509,0.500,0.500,50509,50431,100940,116317,Westminster CO 2000,1.152,1.201821927
2000,Female,Westminster CO,50431,0.500,0.500,50509,50431,100940,116317,Westminster CO 2000,1.152,1.201821927
2020,Both,Westminster CO,116317,0.500,0.500,,,100940,116317,Westminster CO 2020,1.152,1.201821927
2000,Both,Wichita Falls TX,104197,0.485,0.515,53657,50540,104197,102316,Wichita Falls TX 2000,0.982,
2000,Male,Wichita Falls TX,53657,0.485,0.515,53657,50540,104197,102316,Wichita Falls TX 2000,0.982,
2000,Female,Wichita Falls TX,50540,0.485,0.515,53657,50540,104197,102316,Wichita Falls TX 2000,0.982,
2020,Both,Wichita Falls TX,102316,0.485,0.515,,,104197,102316,Wichita Falls TX 2020,0.982,
2000,Both,Wichita KS,383293,0.507,0.493,188842,194451,383293,397532,Wichita KS 2000,1.037,
2000,Male,Wichita KS,188842,0.507,0.493,188842,194451,383293,397532,Wichita KS 2000,1.037,
2000,Female,Wichita KS,194451,0.507,0.493,188842,194451,383293,397532,Wichita KS 2000,1.037,
2020,Both,Wichita KS,397532,0.507,0.493,,,383293,397532,Wichita KS 2020,1.037,
2000,Both,Winston-Salem NC,242533,0.526,0.474,115047,127487,242534,249545,Winston-Salem NC 2000,1.029,0.442036734
2000,Male,Winston-Salem NC,115047,0.526,0.474,115047,127487,242534,249545,Winston-Salem NC 2000,1.029,0.442036734
2000,Female,Winston-Salem NC,127487,0.526,0.474,115047,127487,242534,249545,Winston-Salem NC 2000,1.029,0.442036734
2020,Both,Winston-Salem NC,249545,0.526,0.474,,,242534,249545,Winston-Salem NC 2020,1.029,0.442036734
2000,Both,Worcester MA,301265,0.517,0.483,145362,155904,301266,206518,Worcester MA 2000,0.686,1.004895544
2000,Male,Worcester MA,145362,0.517,0.483,145362,155904,301266,206518,Worcester MA 2000,0.686,1.004895544
2000,Female,Worcester MA,155904,0.517,0.483,145362,155904,301266,206518,Worcester MA 2000,0.686,1.004895544
2020,Both,Worcester MA,206518,0.517,0.483,,,301266,206518,Worcester MA 2020,0.686,1.004895544
2000,Both,Yonkers NY,196086,0.530,0.470,92132,103954,196086,211569,Yonkers NY 2000,1.079,0.99450362
2000,Male,Yonkers NY,92132,0.530,0.470,92132,103954,196086,211569,Yonkers NY 2000,1.079,0.99450362
2000,Female,Yonkers NY,103954,0.530,0.470,92132,103954,196086,211569,Yonkers NY 2000,1.079,0.99450362
2020,Both,Yonkers NY,211569,0.530,0.470,,,196086,211569,Yonkers NY 2020,1.079,0.99450362
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
